ID,Comentario de Cliente,temática
14117,@FerLeguleya @LIDERcl Cuando lider te responde de inmediato tu twitter pareciera que te van a resolver con la misma agilidad.3 meses se demoraron en devolver el monto por la anulación de compra de un refrigerador.Nefasto el servicio.,"

Servicio al cliente de LIDER."
14120,¿Ofreces envío gratuito? Tienen la promoción 10 meses precio contado en electrodoméstico? Gracias,"
Promociones de envío y precio en electrodomésticos."
14126,"Cómo puedo solicitar Ablar con un ejecutivo _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 5 ¡Perfecto! 😉 Tu requerimiento ha sido derivado correctamente y una persona de nuestro equipo se pondrá en contacto contigo.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺","
Solicitud de contacto con un ejecutivo de Wallmart."
14135,"Hoy despues del mediodia hice unas compras en el Acuenta de Isla de Maipo ,esta todo muy pero muy caro no hay ofertas ni precios que te convengan en ningun articulo ,yo solo compre muy poquito pues fui por algo especifico ,realmente muy pocas posibilidades de algun ahorro ,nada que hacer vamos de peor en peor !!!!🙈🙈🙈🙈","

Los precios altos en el Acuenta de Isla de Maipo."
14143,Yo voy al Acuenta por las oferta y no hay nada de nada más encima no hay gente para preguntar,"

Ofertas de Wallmart."
14148,Ya casi una semana esperando un refrigerador comprado por internet… y cada día me dicen lo mismo “ingresamos un reclamo” @LIDERcl pónganse los pantalones y entréguenme mi producto!!!!! No puedo seguir esperando por algo tan básico como un refrigerador!! @SERNAC @conadecus,"

Retraso en la entrega de un producto comprado por internet."
14150,"Hola buenas tardes ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. La sgte campaña del 24 de noviembre Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. Dura hasta que fecha? Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones.","
Atención al cliente de Wallmart."
14156,"Buen día que tal? Necesito una solución a mi problema. Fui a líder hacer unos días porque por enfermedad no pude pagar la cuota del mes pasado. Fui enviado a dicom por el pago mínimo del mes pasado. Este mes consulte la persona que me atendió me dijo pague el mínimo del mes anterior y pide que lo saquen de dicom porque es pago de este mes aún está vigente.Listo hice el pago, pero no me quieren sacar de dicom y tampoco se ve reflejado el pago. El monto en dicom está pagado me tienen que sacar. Mi rut 5221614-1 José Tapia.Espero sus comentarios muchas gracias por su atención. Saludos ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción)","
Solución de un problema con Dicom."
14157,"Que puedo hacer, compre una lavadora hace 9 meses y hoy empezó con un ruido feo.? Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. Menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 6 _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud","
Problemas con el pedido."
14160,"La ves, que voy  a comprar al líder las ofertas, no ahí nada todo pelado, no se si reponen o es solo publicidad, porque solo ahi, productos caro","
Descontento con los precios de los productos en Wallmart."
14161,Tienen las bodegas llena Sisi cuando llegan los camiones le dan cualquier color y hay que esperar asta que se pinten,"

Disconformidad con el servicio de Wallmart."
14167,"Hay tipos nefastos y caras de palo y en un pomium aparte está el alcalde de Arica!El tipo que se negó a otorgar el permiso de reconstrucción del Líder después de promover las marchas en el sector, lo cual culminó con el saqueo y quema del supermercado, hoy tiene la desfachatez y el carepalismo se asistir a la inauguración.Me comuniqué con la gerencia de Lider a nivel nacional para expresar mi molestia. Me pidieron las disculpas correspondientes.Más allá de todo eso, hay que tener un poco de pudor, pero claramente el Alcalde no lo tiene..","

La falta de pudor del Alcalde de Arica por asistir a la inauguración de Líder después de haber promovido marchas que culminaron en el saqueo y quema del supermercado."
14170,Me encanta las promociones del lider cuando se terminan las cosas a 1000 👏😘,"
Promociones de Wallmart."
14170,Me encanta las promociones del lider cuando se terminan las cosas a 1000 👏😘,"
Promociones del líder."
14171,"Yo también me siento estafado Por los señores de Lider, tienen publicidad engañosa en su página, después que selecciona los productos y pagas te llaman para decirte que no tienen stock..y en 10 días Avilés te devolvemos tu dinero. Será una estrategia de líder para trabajar con nuestro dinero? Con cuantas personas más a nivel nacional hacen lo mismo?","
Publicidad engañosa de Lider."
14172,"Hola hice esta compra por la APP y ya pasó el tiempo de retiro. No se me ha informado si hay que retirar o no hay stock, les pido información. El pedido es 3203831691 ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción) Cuál es el estado de mi Compra Dentro de los próximos minutos una persona de nuestro equipo te escribirá. Por mientras, envíanos algunos datos necesarios para poder ayudarte, como tu Rut o Nro de Pedido 3203831691","
Consulta sobre el estado de una compra."
14173,"Hola buen día …. Hoy le dirigí a su supermercado acá en san bernardo, en la calle eucaliptos, por eso de las 20.25 horas … al llegar al supermercado me dicen que está cerrado y no me dejan entrar, siendo que su horario de cierre es a las 21.00 para los domingos y festivos, que sucede ?? Necesitaba comprar leche para mis hijos de manera urgente y me encuentro con esta irregularidad … estará bien ??? Quedo atento a sus respuestas … muchas Gracias","
Irregularidad en el horario de cierre del supermercado Wallmart."
14175,"Hola ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. Ya comenzó *#ProductosA1000* 🤩 Encuéntralos en Lider, Express de Lider, Lider.cl y LiderApp desde el 12 de octubre hasta el 23 de noviembre del 2022.  Menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 6 _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 4 ¡Perfecto! 😉 Tu requerimiento ha sido derivado correctamente y una persona de nuestro equipo se pondrá en contacto contigo.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺 Menu","
Cambios y devoluciones."
14180,"Menu ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción) Cuál es el estado de mi Compra Dentro de los próximos minutos una persona de nuestro equipo te escribirá. Por mientras, envíanos algunos datos necesarios para poder ayudarte, como tu Rut o Nro de Pedido 91000902808","
Solicitud de información sobre el estado de una compra."
14181,"Menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 5 🛒 *Cambios y Devoluciones* 💵_Escribe el número que corresponda a tu requerimiento:_1. ¿Cómo puedo *cambiar o devolver* un producto?2. Necesito información acerca de la devolución de mi dinero *ya solicitada o en proceso*  ↩ Escribe _*menú*_ para volver al menú principal 2 ✍️  Por favor, escribe el *n° de pedido asociado* a la *compra digital* para ayudarte.🔎 _El n° de pedido lo puedes encontrar buscando en tu correo electrónico asociado a la compra, según el asunto *“Gracias por comprar en Lider”*. No olvides revisar en SPAM._  🙋 Si buscaste en tu correo y no encontraste tu n° de pedido o _compraste de manera presencial_, por favor escribe _*hablar con un agente*_↩ Escribe _*volver*_ para ir al menú de cambios y devoluciones Hablar con un agente _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 5 ¡Perfecto! 😉 Tu requerimiento ha sido derivado correctamente y una persona de nuestro equipo se pondrá en contacto contigo.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺","
Cambios y devoluciones."
14187,"Hola ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. Ya comenzó *#ProductosA1000* 🤩 Encuéntralos en Lider, Express de Lider, Lider.cl y LiderApp desde el 12 de octubre hasta el 23 de noviembre del 2022.  Para saber la ofertas en televisores Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. Menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 6 _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud","
Información sobre compras, cambios y devoluciones en Lider, Express de Lider, Lider.cl y LiderApp."
14189,"Hola ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. Ya comenzó *#ProductosA1000* 🤩 Encuéntralos en Lider, Express de Lider, Lider.cl y LiderApp desde el 12 de octubre hasta el 23 de noviembre del 2022.  Menú _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 5 🛒 *Cambios y Devoluciones* 💵_Escribe el número que corresponda a tu requerimiento:_1. ¿Cómo puedo *cambiar o devolver* un producto?2. Necesito información acerca de la devolución de mi dinero *ya solicitada o en proceso*  ↩ Escribe _*menú*_ para volver al menú principal 2 ✍️  Por favor, escribe el *n° de pedido asociado* a la *compra digital* para ayudarte.🔎 _El n° de pedido lo puedes encontrar buscando en tu correo electrónico asociado a la compra, según el asunto *“Gracias por comprar en Lider”*. No olvides revisar en SPAM._  🙋 Si buscaste en tu correo y no encontraste tu n° de pedido o _compraste de manera presencial_, por favor escribe _*hablar con un agente*_↩ Escribe _*volver*_ para ir al menú de cambios y devoluciones","
Cambios y devoluciones."
14191,"Blanca Pereira nunca fue la oferta terrible cara la carne, fui y estaba a 7990 esta más barata en el 10 ellos si la tienen a 5990","
Ofertas en carne en Walmart."
14205,Página mala 2 días decía sistema no puede entregar fechas de entrega termine comprando en el yumbo,"

Experiencia de compra en Wallmart."
14207,La carne q venden es la q ya esta en las últimas los desechos del líder Pasada y con muy mal olor,"

Calidad de los productos de Wallmart."
14221,"@LIDERcl me mandaron un producto vencido https://t.co/aaOHKvkrLi @anibalherrerab ¡Hola! Te pedimos disculpas por el inconveniente, por favor comunícate por mensaje privado, selecciona la opción asociada a tu reclamo y luego serás atendido por un ejecutivo. ¡Quedamos atentos!","
Reclamo por producto vencido."
14222,"h ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción) Cuál es el estado de mi Compra Dentro de los próximos minutos una persona de nuestro equipo te escribirá. Por mientras, envíanos algunos datos necesarios para poder ayudarte, como tu Rut o Nro de Pedido 51010202715","
Solicitud de información sobre el estado de una compra."
14237,Hola yo el fin de semana pasado fuimos a comprar un costillar al a cuenta de las azalea  y para mi mala suerte este salio malo  con un sabor horrible que daban ganas de bomitar  lo digo para que la gente tenga más precaucion  y por supuesto se tuvo que botar eso es mi comentario,"
Calidad de los productos de Walmart."
14240,No compren en líder! Las cosas no llegan y luego tp devuelven la plata.. yo llevo un mes esperando la devolución de una compra q no me llegó y no dan respuesta de nada!! No compren en líder! Las cosas no llegan y luego tp devuelven la plata.. yo llevo un mes esperando la devolución de una compra q no me llegó y no dan respuesta de nada!!,"
Mala experiencia de compra en Líder."
14241,"Menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 1 Para entregarte información sobre una orden, necesito que me des el número de pedido o RUT asociado (con dígito verificador, ej. 12345678-9) 🤓 91000940546 Te pedimos disculpas por el atraso en la entrega de tu pedido 🥺. Estamos trabajando por enviarlo en la siguiente ventana de despacho.Si deseas más información de tu pedido te puedo *contactar con alguien de nuestro equipo*, o puedes llamar al *600 400 9000*. ¿Te puedo ayudar con algo más? contactar con alguien del equipo _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 2 Lamentamos lo que nos cuentas sobre tu despacho 🥺, pero ya estamos aquí para ayudarte.Por favor, indícame a qué categoría corresponde tu pedido:1. *Supermercado* (alimentación, cuidado e higiene personal, etc)2. *Mundo Lider* (hogar, electrodomésticos, menaje, vestuario, etc) 1 ¡Perfecto! 😉 Tu requerimiento ha sido derivado y una persona de nuestro equipo se pondrá en contacto contigo.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺 Mientras esperamos, y para agilizar el proceso, déjanos a continuación una breve descripción del motivo de tu consulta._(Ejemplo: Mi nombre/RUT/nº de pedido es... y mi pedido llegó incompleto/no ha llegado/tuve un problema con...)_ 👇","
Retraso en el envío de un pedido de Supermercado de Wallmart."
14249,"Si cuando me devolverán el dinero por qué aún no me lo devuelven ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción)","
Devolución de dinero."
14253,@LIDERcl Ya hablé con un ejecutivo. Y el me dio excelente respuesta no tiene idea donde está el pedido y si quiero devolución del dinero 10 días hábiles... Que lindo,"

Servicio al cliente de Wallmart."
14256,@LIDERcl Como puedo gestionar la devolución de mi dinero?,"
Devolución de dinero."
14292,"💬 Hola hasta cuando son los productos a mil?? 🥲 ¡Hola! Buenas tardes, soy Edgardo. Javi, gracias por escribirnos. La promoción Mil productos a 1.000, comenzó el 13 de octubre y finaliza el 23 de noviembre, gracias por preferirnos.","
Promoción de productos a 1000."
14295,"Hola ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. Ya comenzó *#ProductosA1000* 🤩 Encuéntralos en Lider, Express de Lider, Lider.cl y LiderApp desde el 12 de octubre hasta el 23 de noviembre del 2022.  Menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 6 Lo sentimos 😥, pero en este momento nos encontramos fuera de nuestro horario de atención.Para poder ayudarte, por favor, vuelve a escribirnos a este mismo número en el siguiente horario:_Lunes a viernes de 8:00 a 21:00 hrs y sábado, domingo y/o festivos de 9:00 a 21:00 hrs_¡Saludos!","
Información sobre políticas de devolución y ofertas de Wallmart."
14300,Y que productos hay en ofertas.. Entre al LINK no hay nada solo como comprar para la adulto mayor deberían haber los precios y así poder comprar ya que no podemos al super,"
Ofertas en Wallmart."
14301,"@LaDecadenteConB @LIDERcl @Walmart__Chile Confirmo q esto es muy real, las cajas preferenciales de Líder son sólo el nombre, nunca han sido preferenciales, cuando estaba embarazada y me tocaba ir sola a comprar tenía q pasar a hablar con la cajera porq la gente hace fila en esas cajas a pito de nada.","

El mal servicio de Líder al usar cajas preferenciales sin ofrecer un trato preferencial."
14308,"buenos dias ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. Ya comenzó *#ProductosA1000* 🤩 Encuéntralos en Lider, Express de Lider, Lider.cl y LiderApp desde el 12 de octubre hasta el 23 de noviembre del 2022.  tienen problemas para comprar online ? Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 4 ¿En qué puedo ayudarte?1. La *página no se carga*, o se carga incorrectamente.2. No puedo *ingresar con mis datos*.3. No puedo *agregar productos al carro*.4. Problemas con el *tipo de entrega*.5. No puedo pagar con mi *tarjeta Lider BCI*.6. La *página web esta caída*.7. Otro problema. 7 Para poder ayudarte mejor te voy a contactar con una persona de nuestro equipo. ¿Está bien? si _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 5 ¡Perfecto! 😉 Tu requerimiento ha sido derivado correctamente y una persona de nuestro equipo se pondrá en contacto contigo.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺","
Solicitud de ayuda con problemas de compra en línea en Wallmart."
14309,"Meny Meny Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. Menu Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 6 _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud","
Solicitud de ayuda con un pedido de Wallmart."
14311,"Menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 3 _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 3 Tu requerimiento fue derivado y una persona de nuestro equipo se pondrá en contacto contigo a través de este mismo canal.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺 Mientras esperamos, y para agilizar el proceso, déjanos a continuación una breve descripción del motivo de tu consulta._(Ejemplo: Mi nombre/RUT/nº de pedido es... y mi pedido llegó incompleto/no ha llegado/tuve un problema con...)_ 👇","
Necesito ayuda con mi pedido."
14312,Devuelvan mi dinero de 24 de octubre nadie me da una respuesta 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 Devuelvan mi dinero de 24 de octubre nadie me da una respuesta 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,"
Reclamo por falta de respuesta por parte de Wallmart."
14312,Devuelvan mi dinero de 24 de octubre nadie me da una respuesta 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 Devuelvan mi dinero de 24 de octubre nadie me da una respuesta 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,"
Solicitud de devolución de dinero."
14314,Ojalá baje de precio el pavo porque está muy carooo...,"

Precios de los productos de Wallmart."
14318,"@chimita732 @LIDERcl @Walmart__Chile se agradece tu empatía, abrazos pa ti también...te cuento q se contactó @LIDERcl (@Walmart__Chile no) ayer x DM,me pidieron datos de contacto y estoy esperando llamado pa ver qué me dirán y cómo solucionaran lo q me afectó ayer a mí para q no le pase a otras personas...","

La atención al cliente de LIDER (una empresa de la cadena Walmart) y la solución de un problema que el cliente tuvo."
14324,@LIDERcl  segunda semana brocolis que perdieron la cadena de frio..local las heras valpo..un asco de administracion https://t.co/9XVwL0O1Tb,"

Calidad de los productos de Wallmart."
14326,"Hola ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. Ejecutivo _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 3 Tu requerimiento fue derivado y una persona de nuestro equipo se pondrá en contacto contigo a través de este mismo canal.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺 Mientras esperamos, y para agilizar el proceso, déjanos a continuación una breve descripción del motivo de tu consulta._(Ejemplo: Mi nombre/RUT/nº de pedido es... y mi pedido llegó incompleto/no ha llegado/tuve un problema con...)_ 👇","
Solicitud de ayuda para una compra en Wallmart."
14333,"Ayer no avisaron que el pedido no llegaría y hoy no preguntaron si quería anularlo ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción)","
Atención al cliente."
14336,💬 Hola hasta cuando estara a 1000 pesos lider*,"
Precio de producto."
14339,"Hola necesito ayuda para saber de una compra online ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción) ? ¿podrías seleccionar alguna de las siguientes opciones? ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción) Cuál es el estado de mi Compra Dentro de los próximos minutos una persona de nuestro equipo te escribirá. Por mientras, envíanos algunos datos necesarios para poder ayudarte, como tu Rut o Nro de Pedido 20037941-151010103964","
Solicitud de ayuda con una compra online."
14342,Hola hice una compra con compromiso para las 13:00 horas aun no llega,"
Demora en la entrega de un pedido."
14344,"Yo compro en Lider por que tiene una gran variedad de productos, al ser cliente me salen descuentos y tienen una exelente atención, al mostrar mi boleta no pago estacionamiento","
Ventajas de comprar en Lider."
14345,"@LaDecadenteConB @ErickZ88726818 @LIDERcl @Walmart__Chile Lo siento mucho mucho lo que has pasado, de verdad, pero no hay nada que hacer, sernac esta inhabilitado por esta Constitución nefasta que aún continúa por lo tanto para el tribunal constitucional es inconstitucional. No sirve de nada sernac.","

La Constitución nefasta y la ineficacia de SERNAC."
14347,"Hola buen día,  el día 25 de nov hice una compra de una carpa de 10 persona con retiro en tienda, me salía al momento de realizar la compra que estaría disponible para hoy, estoy tratando de hacer seguimiento en línea para ver en qué estado está mi compra pero la página no me deja hacerle seguimiento,  por favor quisiera saber en qué estado está mi compra y si ya está lista para retirar, mi rut es 16.841527-3 Para entregarte información sobre una orden, necesito que me des el número de pedido o RUT asociado (con dígito verificador, ej. 12345678-9) 🤓 El número es 51010115296 y mi rut 16841527-3 Tu pedido de Mundo Lider lo puedes retirar *hoy* desde las *09:00* hrs en la zona de retiro en local en *Lider Huechuraba*.Recuerda ir antes de las 19:00 hrs. ¿Te puedo ayudar con algo más?","
Consulta de estado de un pedido de compra realizado en Wallmart."
14351,Llanos Ramos a estos  ni les interesa  lo que pase si hay menos  pueden  pedir más caro  hay otras marca y mejor  al mismo  precio,"
Precios de productos de Wallmart."
14351,Llanos Ramos a estos  ni les interesa  lo que pase si hay menos  pueden  pedir más caro  hay otras marca y mejor  al mismo  precio,"
Precios elevados de los productos en Walmart."
14353,la pagina esta caida,"
Problemas de acceso a la página web de Wallmart."
14363,"Hola ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. Ya comenzó *#ProductosA1000* 🤩 Encuéntralos en Lider, Express de Lider, Lider.cl y LiderApp desde el 12 de octubre hasta el 23 de noviembre del 2022.  cuando precio 1000 🛒 *Cambios y Devoluciones* 💵_Escribe el número que corresponda a tu requerimiento:_1. ¿Cómo puedo *cambiar o devolver* un producto?2. Necesito información acerca de la devolución de mi dinero *ya solicitada o en proceso*  ↩ Escribe _*menú*_ para volver al menú principal","
Políticas de devolución y cambios de productos."
14369,"Hola. Buen dia. Que debo hacer si mi compra de la app de Lider no llegó cuando debía llegae? ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción)","
Problemas con la entrega de una compra."
14370,@LIDERcl compensación de 2 mil puntos por un producto vencido? La demanda al ISP por tener productos vencidos en sala va sí o sí https://t.co/ayBOcb2JcC,"

Queja por productos vencidos en una tienda LIDER."
14372,Hasta cuándo dura Hasta cuánto dura,"
Duración de ofertas de Wallmart."
14378,"Buenas tardes llevo más de un mes esperando una compra que jamás llegó y la devolución de mi dinero que tampoco lo han devuelto mis datos son  Mariela Bastias Pedido 3202139823Rut 12703755-8 ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción)","
Devolución de dinero."
14382,"@lider_cl NO GESTIONA DEVOLUCIONES DE DINERO, LLEVO CUMPLIDOS LOS 10 DÍAS HÁBILES QUE MENCIONAN QUE PODRÍA TARDAR. TENGO EL CORTE DE MI TARJETA DE CRÉDITO JUSTO HOY Y YA DEBO CANCELAR UN PRODUCTO QUE NUNCA TUVE EN MIS MANOS.","
Devolución de dinero por un producto no recibido."
14390,"Hola! Mi abuela quiere hacer usu de sus puntos lider pero ella por problemas a su rodillas no sale mucho Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. Se puede cancelar por Internet con los puntos Menú Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo Menú _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 6 _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud",Necesito ayuda con mi pedido.
14401,Hola Compre unas masas y tienen hongos MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE,"
Calidad de los productos de Wallmart."
14404,"Hola ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. Menú _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 6 _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 5 ¡Perfecto! 😉 Tu requerimiento ha sido derivado correctamente y una persona de nuestro equipo se pondrá en contacto contigo.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺","

Cambios y devoluciones."
